1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
38	-0.553873	11.650405	1903.975120	0.004681	9.3
39	-0.544042	12.650405	1847.394074	0.004111	9.1
40	-0.540045	11.705529	1900.766016	0.003993	8.4
41	-0.551652	10.760812	1957.303819	0.004226	8.7
42	-0.548020	9.815922	2017.319440	0.004085	9.0
43	-0.547045	10.815922	1953.913468	0.003953	8.9
44	-0.549740	11.815922	1894.371838	0.004109	8.5
45	-0.541654	12.815922	1838.351723	0.004031	8.7
46	-0.542826	11.871032	1891.195822	0.004539	9.3
47	-0.540290	12.871030	1835.360753	0.004362	9.0
48	-0.568408	13.871030	1782.727929	0.004344	10.2
49	-0.538526	12.926140	1832.379369	0.004112	9.6
50	-0.565317	13.926140	1779.914957	0.004590	9.0
51	-0.564110	14.926140	1730.371227	0.004296	10.2
52	-0.534871	15.926140	1683.510893	0.004544	9.9
53	-0.526481	16.926140	1639.121696	0.003949	9.6
54	-0.569145	15.981379	1680.996212	0.003846	8.9
55	-0.555936	16.981379	1636.737782	0.004452	8.6
56	-0.566277	16.042077	1678.241710	0.004382	10.1
57	-0.545915	15.097187	1722.171829	0.004910	9.1
58	-0.556729	14.152297	1768.463622	0.003970	8.6
59	-0.555950	15.152297	1719.546574	0.003999	9.1
60	-0.552126	16.148701	1673.424813	0.005015	8.5
61	-0.532284	15.203811	1717.099835	0.004020	8.3
62	-0.526741	16.203811	1670.945966	0.003845	8.6
63	-0.554227	17.203811	1627.208289	0.004238	8.8
64	-0.553822	16.258921	1668.474450	0.004526	8.5
65	-0.538978	17.240810	1625.633946	0.004054	8.6
66	-0.563807	18.240810	1584.206821	0.004271	8.7
67	-0.548917	17.295937	1623.293834	0.004294	8.6
68	-0.555753	18.295937	1581.984376	0.004454	9.3
69	-0.527765	19.295937	1542.725223	0.004516	8.1
70	-0.539783	18.351047	1579.768851	0.004156	8.6
71	-0.541742	19.351047	1540.618222	0.004357	8.6
72	-0.535114	19.089897	1550.653963	0.004139	8.5
73	-0.551222	18.145007	1588.083955	0.004458	8.7
74	-0.565434	17.200117	1627.365629	0.003530	8.7
75	-0.558821	18.200117	1585.851324	0.003749	8.4
76	-0.555835	19.200117	1546.402402	0.004498	8.5
77	-0.539393	18.255228	1583.624962	0.004835	8.6
78	-0.548560	19.255225	1544.285457	0.004198	8.3
79	-0.571451	20.255225	1506.852975	0.004761	8.9
80	-0.551600	19.310335	1542.174196	0.004563	8.9
81	-0.543193	20.310335	1504.842758	0.003980	8.6
82	-0.550471	21.304065	1469.493720	0.003957	8.5
83	-0.552283	20.359175	1503.065710	0.004807	8.4
84	-0.552219	21.357796	1467.629671	0.004813	8.4
85	-0.562561	22.357796	1433.780402	0.004611	8.7
86	-0.543484	23.354047	1401.575782	0.003998	8.8
87	-0.569844	24.354047	1370.672790	0.004357	8.4
88	-0.546448	25.354047	1341.103143	0.004661	8.7
89	-0.553252	26.354047	1312.782372	0.004358	8.7
90	-0.558062	25.409237	1339.508293	0.004436	8.7
91	-0.538339	26.409233	1311.254261	0.004513	9.0
92	-0.552964	27.409210	1284.167987	0.004644	8.6
93	-0.552564	28.409210	1258.177530	0.005067	8.6
94	-0.558896	27.464333	1282.707389	0.004537	8.8
95	-0.564251	28.464332	1256.775452	0.004298	8.6
96	-0.552666	29.464332	1231.871220	0.004269	8.5
97	-0.559304	30.464332	1207.934812	0.004468	8.5
98	-0.560517	29.519442	1230.527411	0.004455	8.4
99	-0.535196	30.519442	1206.642691	0.004054	8.2
100	-0.558701	29.574552	1229.186530	0.004880	8.5
101	-0.532807	30.574552	1205.353332	0.004384	8.5
102	-0.563155	29.629662	1227.848568	0.004029	8.5
103	-0.531098	28.684772	1251.199420	0.004352	9.3
104	-0.570571	28.691511	1251.029738	0.003695	8.6
105	-0.569902	27.759629	1274.939103	0.004712	8.6
106	-0.593278	26.862187	1298.844920	0.005042	8.6
107	-0.567584	27.862187	1272.263119	0.004021	8.5
108	-0.541019	28.862187	1246.747529	0.003568	9.3
109	-0.548770	27.917297	1270.829789	0.004582	8.6
110	-0.546105	26.973811	1295.822799	0.004128	8.5
111	-0.550014	26.029144	1321.851793	0.004497	8.7
112	-0.565230	27.029144	1294.329924	0.005155	8.5
113	-0.543460	28.029144	1267.930730	0.003886	8.3
114	-0.537184	29.029144	1242.586887	0.004495	8.8
115	-0.554636	28.084254	1266.507142	0.004393	8.5
116	-0.533932	28.742638	1249.743904	0.004639	8.5
117	-0.536142	27.806004	1273.727682	0.004359	8.6
118	-0.543302	28.806004	1248.153904	0.004586	8.5
119	-0.540774	29.806004	1223.586849	0.004195	8.6
120	-0.576580	30.806004	1199.968218	0.005074	8.4
121	-0.565974	31.804919	1177.268314	0.006333	8.7
122	-0.550172	32.804919	1155.388004	0.004030	8.7
123	-0.568137	33.804919	1134.306174	0.004701	8.3
124	-0.557935	32.860029	1154.205801	0.004158	8.3
125	-0.565671	33.860029	1133.166698	0.004360	8.4
126	-0.575631	34.860029	1112.880874	0.004712	8.9
127	-0.559853	33.921686	1131.894582	0.004228	8.5
128	-0.575770	34.921670	1111.654175	0.004547	8.4
129	-0.562310	35.921669	1092.124649	0.004364	8.5
130	-0.556227	36.921669	1073.269450	0.004160	8.8
131	-0.532266	37.921669	1055.054259	0.004673	10.2
132	-0.572602	38.921669	1037.447035	0.005279	8.7
133	-0.558447	37.976779	1054.068378	0.005011	8.2
134	-0.554336	37.152830	1069.003145	0.004671	8.5
135	-0.555251	38.152830	1050.931260	0.003854	8.3
136	-0.568441	39.068691	1034.907825	0.004387	9.1
137	-0.575326	40.068463	1017.965000	0.004688	9.0
138	-0.575817	41.068463	1001.564327	0.004020	8.6
139	-0.571764	42.061246	985.796535	0.004323	8.5
140	-0.567408	41.116356	1000.792090	0.004924	8.7
141	-0.569170	40.171467	1016.250905	0.004729	8.6
142	-0.592932	41.171467	999.904967	0.005043	8.9
143	-0.546735	40.226577	1015.336177	0.004021	8.7
144	-0.566572	41.226299	999.023877	0.004403	8.6
145	-0.561169	42.225447	983.236359	0.003745	8.5
146	-0.541116	43.225447	967.927219	0.004239	8.7
147	-0.560455	44.225446	953.087508	0.004618	8.6
148	-0.553554	45.225446	938.695947	0.004587	9.2
149	-0.553351	46.225376	924.733510	0.004636	8.5
150	-0.537542	45.326807	937.261429	0.003975	8.3
151	-0.570465	46.326807	923.340355	0.004419	8.6
152	-0.556339	47.326807	909.826767	0.004112	8.9
153	-0.559356	48.326327	896.709246	0.004411	8.7
154	-0.553418	49.326327	883.958555	0.004772	8.8
155	-0.570958	50.326327	871.565395	0.004393	8.4
156	-0.556565	49.381437	883.266398	0.005392	8.1
157	-0.552826	48.436547	895.285854	0.004188	8.2
158	-0.546893	49.410927	882.896464	0.004404	8.3
159	-0.559597	48.466037	894.905786	0.004063	8.6
160	-0.564351	47.521147	907.246319	0.004442	8.8
161	-0.557641	46.576257	919.931956	0.003695	8.4
162	-0.578871	47.576257	906.517227	0.004349	8.5
163	-0.559227	48.576255	893.488135	0.004632	8.4
164	-0.560234	47.631365	905.789332	0.003911	8.3
165	-0.555586	46.686715	918.430712	0.004540	9.1
166	-0.574645	47.686715	905.059411	0.004487	8.6
167	-0.575244	46.741825	917.683540	0.004762	8.4
168	-0.553893	47.741825	904.333829	0.004883	8.7
169	-0.569052	46.796936	916.937583	0.004096	8.6
170	-0.559802	45.852046	929.897621	0.004719	8.7
171	-0.562936	44.907156	943.229265	0.004330	9.0
172	-0.550198	43.962266	956.948735	0.004091	8.4
173	-0.536189	43.017376	971.073201	0.004310	8.6
174	-0.545560	44.017376	956.137606	0.004858	8.3
175	-0.559176	45.017290	941.655711	0.005260	8.2
176	-0.576306	46.017290	927.604774	0.004066	8.8
177	-0.574610	45.072400	940.870289	0.004456	8.7
178	-0.565903	46.072400	926.842607	0.004468	8.5
179	-0.568494	47.072400	913.227065	0.004556	8.6
180	-0.581708	48.072400	900.005763	0.004111	8.7
181	-0.541335	47.127510	912.488333	0.004229	8.5
182	-0.565312	48.127510	899.288258	0.004374	8.8
183	-0.566658	47.182620	911.750795	0.003762	8.8
184	-0.566686	48.180124	898.604323	0.004215	8.8
185	-0.574605	49.180124	885.800066	0.004598	8.6
186	-0.555647	50.180124	873.355580	0.004622	8.4
187	-0.567962	51.180124	861.255911	0.004161	8.9
188	-0.539663	50.235234	872.679922	0.004047	9.0
189	-0.572978	51.235231	860.598867	0.004848	8.2
190	-0.561840	50.290341	872.005338	0.004403	8.8
191	-0.548052	51.290341	859.942796	0.004121	9.6
192	-0.563453	52.290341	848.209424	0.004130	8.7
193	-0.535762	51.345451	859.287723	0.003508	9.1
194	-0.560679	52.345451	847.572099	0.004459	9.2
195	-0.549633	51.400573	858.633514	0.004703	8.9
196	-0.564659	52.400573	846.935601	0.003873	8.8
197	-0.564624	53.400566	835.552221	0.004253	8.9
198	-0.550470	52.455676	846.300263	0.004445	8.9
199	-0.555460	53.455676	834.933766	0.005080	9.2
200	-0.551117	54.455676	823.868544	0.004119	8.6
201	-0.567886	53.510838	834.315645	0.004546	8.9
202	-0.558049	54.510838	823.266693	0.004336	9.3
203	-0.563206	55.510838	812.506561	0.004269	8.6
204	-0.543253	56.510838	802.024072	0.004575	8.7
205	-0.561301	57.510838	791.808615	0.005584	8.9
206	-0.566421	56.565948	801.454239	0.004010	8.3
207	-0.559440	57.565948	791.253201	0.004439	8.2
208	-0.569141	58.565948	781.308580	0.004374	8.5
209	-0.550604	59.333327	773.845180	0.004491	8.4
210	-0.558299	59.445559	772.765569	0.004044	8.4
211	-0.544053	60.445551	763.277519	0.003793	8.9
212	-0.540823	61.445551	754.019560	0.004590	8.7
213	-0.538835	62.445551	744.983497	0.004427	8.5
214	-0.591969	61.500661	753.515883	0.004056	8.5
215	-0.546312	60.555978	762.244039	0.004070	8.7
216	-0.554780	61.555978	753.010982	0.004484	8.6
217	-0.556799	60.611088	761.729314	0.003786	9.1
218	-0.573084	61.611088	752.508647	0.004472	8.5
219	-0.573724	60.666198	761.215283	0.004245	8.5
220	-0.576626	59.721331	770.125535	0.004122	8.4
221	-0.577239	58.776441	779.247073	0.004198	8.5
222	-0.565532	57.831551	788.587276	0.004688	9.1
223	-0.575329	58.831551	778.709136	0.004406	8.6
224	-0.563485	59.830045	769.089742	0.004494	8.5
225	-0.563330	60.830045	759.691119	0.004597	8.5
226	-0.545879	61.830045	750.519433	0.005022	8.7
227	-0.558459	62.830045	741.566564	0.005293	8.4
228	-0.564952	63.830045	732.824773	0.004104	8.9
229	-0.586014	62.885155	741.079377	0.004003	8.6
230	-0.573579	61.940265	749.522061	0.004693	8.5
231	-0.569964	62.940265	740.592829	0.005435	8.4
232	-0.554645	63.936316	731.907867	0.004244	8.5
233	-0.549159	62.991427	740.141712	0.004698	8.6
234	-0.564533	63.991427	731.433284	0.004710	8.7
235	-0.556718	63.067763	739.469639	0.004167	8.8
236	-0.556752	62.122873	747.875476	0.004181	8.4
237	-0.562740	61.177983	756.474616	0.004328	8.7
238	-0.546124	62.177983	747.379967	0.004599	8.9
239	-0.571247	63.177983	738.501398	0.003318	8.8
240	-0.586413	62.320162	746.104626	0.004003	8.9
241	-0.593302	63.320162	737.256154	0.003919	8.7
242	-0.547423	62.375272	745.611460	0.005174	8.9
243	-0.554528	63.375272	736.774612	0.004463	8.9
244	-0.571483	64.375272	728.144776	0.004184	9.2
245	-0.550879	63.431764	736.281650	0.004058	9.6
246	-0.561307	62.486874	744.614758	0.004657	8.7
247	-0.570020	63.486874	735.801380	0.004710	8.8
248	-0.548964	64.486874	727.194194	0.004111	8.5
249	-0.567033	65.486860	718.786166	0.004166	8.7
250	-0.540042	66.486860	710.570233	0.004113	9.0
251	-0.547764	67.381641	703.376376	0.004615	8.9
252	-0.581005	66.438273	710.965072	0.004118	8.7
253	-0.554700	67.438273	702.925961	0.004527	8.5
254	-0.536945	66.493383	710.517251	0.004754	8.6
255	-0.554997	67.493383	702.488207	0.004643	8.5
256	-0.558823	68.493383	694.638597	0.004619	8.8
257	-0.562819	69.493383	686.962471	0.004559	8.8
258	-0.563233	68.548494	694.211099	0.004807	8.7
259	-0.535550	69.548494	686.544366	0.004190	9.4
260	-0.552871	68.603604	693.784129	0.004465	8.9
261	-0.539329	67.658714	701.178210	0.004253	8.9
262	-0.589022	68.658714	693.357685	0.004868	9.2
263	-0.550375	67.744564	700.499898	0.003995	8.7
264	-0.559572	68.744436	692.695406	0.004756	9.1
265	-0.548219	69.744436	685.061931	0.004285	9.0
266	-0.564320	70.744436	677.594863	0.003799	8.7
267	-0.561501	69.799546	684.646138	0.004411	9.1
268	-0.574771	70.799546	677.188082	0.004482	8.8
269	-0.584297	69.854675	684.230702	0.005074	8.7
270	-0.567232	68.909785	691.421495	0.004357	8.6
271	-0.563168	69.909785	683.815917	0.004871	8.4
272	-0.564086	70.909785	676.375840	0.004608	8.2
273	-0.530265	69.964895	683.401635	0.004176	9.1
274	-0.562958	69.020005	690.574922	0.004862	8.4
275	-0.572317	68.075116	697.900394	0.005020	8.6
276	-0.570923	67.130226	705.382947	0.004423	8.5
277	-0.567701	66.185646	713.025149	0.004207	8.4
278	-0.540892	65.240756	720.837352	0.004461	8.8
279	-0.544194	64.302603	728.765083	0.004016	9.0
280	-0.541119	65.302603	720.320783	0.004561	8.5
281	-0.581523	66.302603	712.069931	0.003996	8.5
282	-0.558420	67.302603	704.005957	0.004548	8.5
283	-0.543740	67.600344	701.640142	0.004346	8.6
284	-0.560354	66.655455	709.203535	0.004674	8.7
285	-0.567628	65.710565	716.931766	0.004359	8.7
286	-0.557972	66.710564	708.757933	0.004322	8.4
287	-0.546231	67.708305	700.786229	0.004239	8.6
288	-0.537324	68.708305	692.974397	0.004523	8.4
289	-0.553470	69.708305	685.334805	0.003976	8.6
290	-0.569698	70.707245	677.869653	0.004170	9.1
291	-0.565567	69.762355	684.926678	0.004766	8.3
292	-0.573085	68.817465	692.132184	0.004613	8.5
293	-0.540797	69.817465	684.511049	0.004534	8.5
294	-0.564861	68.872581	691.707723	0.004467	8.4
295	-0.569459	69.872581	684.095881	0.005074	8.7
296	-0.559487	68.927691	691.283826	0.004294	9.2
297	-0.578121	69.602298	686.136664	0.004671	8.6
298	-0.560933	70.602298	678.646277	0.004391	8.6
299	-0.556833	69.657408	685.719566	0.004851	9.0
300	-0.539145	70.657408	678.238233	0.004757	8.7
301	-0.566308	71.657407	670.918387	0.004236	9.2
302	-0.554944	72.655413	663.768983	0.003991	9.1
303	-0.546266	73.655413	656.756505	0.004338	8.8
304	-0.555823	74.655413	649.890646	0.004515	8.9
305	-0.565049	73.710523	656.374352	0.003854	8.7
306	-0.572601	74.710523	649.516440	0.004943	8.5
307	-0.586596	75.710523	642.800351	0.004615	9.2
308	-0.562158	76.710523	636.221732	0.004260	8.5
309	-0.561352	75.765633	642.434263	0.003911	8.7
310	-0.597636	76.765633	635.863096	0.004193	9.2
311	-0.564985	77.765628	629.425026	0.004722	9.5
312	-0.574789	76.820897	635.503869	0.003903	8.4
313	-0.569052	77.820897	629.073004	0.004425	9.2
314	-0.569965	78.819971	622.776759	0.005059	8.9
315	-0.563104	77.875081	628.728263	0.004133	8.7
316	-0.557405	76.930322	634.793772	0.004383	8.7
317	-0.564275	75.985432	640.978311	0.004879	8.3
318	-0.563379	76.985432	634.436744	0.004415	9.1
319	-0.544794	77.985432	628.027349	0.004728	8.6
320	-0.557360	78.985432	621.746160	0.004203	8.7
321	-0.556143	78.040542	627.677889	0.005561	8.8
322	-0.580004	77.095652	633.723892	0.004196	8.7
323	-0.569875	76.150762	639.887498	0.004721	8.5
324	-0.578464	77.150762	633.368066	0.005046	9.5
325	-0.565481	78.150762	626.980137	0.004246	9.6
326	-0.534122	79.150751	620.719844	0.004503	8.4
327	-0.565808	80.139833	614.649602	0.003901	9.3
328	-0.549779	81.139833	608.631875	0.004030	8.5
329	-0.582116	80.194943	614.314868	0.004122	8.6
330	-0.576930	81.194900	608.303920	0.004086	8.7
331	-0.565226	82.194900	602.409211	0.005340	8.4
332	-0.560718	83.194894	596.627683	0.004618	8.5
333	-0.535960	82.690586	599.529432	0.004325	8.5
334	-0.571334	83.690586	593.802752	0.004695	8.5
335	-0.555225	84.690586	588.184440	0.004441	9.1
336	-0.560096	85.690559	582.671596	0.004462	8.9
337	-0.569330	84.795791	587.599540	0.004719	8.6
338	-0.570687	85.795791	582.097455	0.003582	8.6
339	-0.540131	86.795791	576.697453	0.005165	9.0
340	-0.565288	87.795791	571.396720	0.004132	8.3
341	-0.552177	86.850903	576.402762	0.004571	9.7
342	-0.557804	85.906013	581.497304	0.003687	9.4
343	-0.566706	84.961123	586.682706	0.005097	8.7
344	-0.587420	85.961123	581.197697	0.005003	8.8
345	-0.564123	86.961123	575.814299	0.004026	8.9
346	-0.566399	87.961123	570.529714	0.004277	9.2
347	-0.551915	87.016233	575.520517	0.003978	8.6
348	-0.570671	88.009117	570.278522	0.004115	8.9
349	-0.560713	89.009116	565.094607	0.004338	9.2
350	-0.569135	90.009116	560.004082	0.004475	9.1
351	-0.579304	89.064226	564.811659	0.004942	8.7
352	-0.534359	88.119380	569.702269	0.004053	8.9
353	-0.569577	87.203606	574.523904	0.004857	9.1
354	-0.580064	88.203606	569.262870	0.005303	8.9
355	-0.548673	89.202667	564.102119	0.004155	9.1
356	-0.563942	90.202667	559.029380	0.004763	8.9
357	-0.537847	91.202667	554.047062	0.004221	8.5
358	-0.553461	92.202667	549.152769	0.003908	8.8
359	-0.557393	91.257777	553.775067	0.004383	8.6
360	-0.562695	90.491174	557.582774	0.004059	9.0
361	-0.569948	91.491174	552.626093	0.004674	8.9
362	-0.540405	90.546284	557.307297	0.003805	8.7
363	-0.573180	89.769255	561.216722	0.004862	8.7
364	-0.563197	88.824365	566.045232	0.004447	9.0
365	-0.559106	87.879475	570.957548	0.004327	8.5
366	-0.573208	88.879475	565.761332	0.003856	10.0
367	-0.579754	89.879475	560.658842	0.004458	9.1
368	-0.556196	90.879475	555.647567	0.004392	8.9
369	-0.577339	91.879074	550.727038	0.005173	9.0
370	-0.544506	92.879074	545.890969	0.003798	8.6
371	-0.560210	91.934502	550.456742	0.004273	8.8
372	-0.569951	92.934502	545.625398	0.004610	8.8
373	-0.549983	93.934502	540.878125	0.004317	8.1
374	-0.531636	92.989613	545.361605	0.004508	8.3
375	-0.550544	93.988741	540.622999	0.004790	8.5
376	-0.562728	93.043852	545.102234	0.004392	8.5
377	-0.581126	94.043852	540.364021	0.004892	9.0
378	-0.578046	95.043852	535.707471	0.004262	8.4
379	-0.575753	94.098962	540.105292	0.004743	8.6
380	-0.561650	95.098962	535.453180	0.004249	8.6
381	-0.590172	95.749042	532.471675	0.005266	8.4
382	-0.574959	96.749042	527.949586	0.005120	8.4
383	-0.545334	97.749042	523.503659	0.004078	8.8
384	-0.563678	98.749042	519.131986	0.004472	8.3
385	-0.574253	99.749035	514.832752	0.004622	8.7
386	-0.568599	100.749035	510.604113	0.004953	8.5
387	-0.560101	101.749035	506.444372	0.004856	8.6
388	-0.573307	100.805424	510.367735	0.005398	8.8
389	-0.571595	101.805424	506.211830	0.004146	8.6
390	-0.574121	102.797202	502.156409	0.004025	8.5
391	-0.567625	103.797177	498.132730	0.004507	8.7
392	-0.560420	102.852287	501.933068	0.003925	8.6
393	-0.568717	103.852287	497.912853	0.004111	8.5
394	-0.567535	104.852287	493.956525	0.004657	10.2
395	-0.560577	105.852287	490.062575	0.004511	8.5
396	-0.564536	104.907397	493.740319	0.005229	8.6
397	-0.566912	105.907396	489.849765	0.004978	8.7
398	-0.554625	104.962506	493.524304	0.004357	8.5
399	-0.570318	105.962506	489.637138	0.004764	8.6
400	-0.557970	106.962506	485.810727	0.004744	8.9
401	-0.570904	107.962506	482.043658	0.004119	8.6
402	-0.572674	108.962506	478.334560	0.004625	8.5
403	-0.561111	108.017616	481.837752	0.004309	8.6
404	-0.546190	108.525353	479.948959	0.004531	8.8
405	-0.580897	109.149886	477.645889	0.004793	8.4
406	-0.561080	110.149886	474.003904	0.004338	10.0
407	-0.573311	111.149886	470.417039	0.005122	8.7
408	-0.559261	112.148598	466.888567	0.005313	9.2
409	-0.574580	111.203708	470.225525	0.003891	8.6
410	-0.561528	112.203708	466.695402	0.004066	8.7
411	-0.561794	111.266545	470.002134	0.004759	9.2
412	-0.581637	110.321655	473.383909	0.004111	8.4
413	-0.563585	109.376765	476.814700	0.004538	8.5
414	-0.570784	110.376765	473.185331	0.004835	8.6
415	-0.592023	109.473551	476.460997	0.004982	8.6
416	-0.571693	109.283842	477.154783	0.004533	8.4
417	-0.582188	110.283842	473.520255	0.004914	10.4
418	-0.561962	109.518274	476.297734	0.003817	9.1
419	-0.577867	108.573384	479.771047	0.004165	8.4
420	-0.538252	107.722984	482.940626	0.004738	8.7
421	-0.559720	106.778101	486.511834	0.003475	8.2
422	-0.552347	107.778101	482.733926	0.003752	8.3
423	-0.590496	108.778101	479.014239	0.004796	8.8
424	-0.577543	109.778101	475.351437	0.003932	8.3
425	-0.573382	108.877592	478.647294	0.004706	8.6
426	-0.601497	107.932703	482.155086	0.004710	8.4
427	-0.562410	108.932703	478.444279	0.004139	8.5
428	-0.543295	109.932702	474.790156	0.004382	8.2
429	-0.567934	110.932702	471.191426	0.004804	9.4
430	-0.556817	111.932702	467.646840	0.004341	8.3
431	-0.564022	112.932702	464.155185	0.003762	8.4
432	-0.560599	111.987813	467.453047	0.004511	8.8
433	-0.556941	112.987813	463.964275	0.004577	8.4
434	-0.558474	112.043039	467.259006	0.003875	8.3
435	-0.549610	113.043039	463.773118	0.004429	8.3
436	-0.569902	114.043039	460.338856	0.003905	8.5
437	-0.549535	115.043039	456.955083	0.004346	8.2
438	-0.565429	114.098149	460.151073	0.004226	8.1
439	-0.549508	115.098149	456.770049	0.003984	8.1
440	-0.571887	114.170043	459.906328	0.004043	8.2
441	-0.560789	113.515632	462.143748	0.004955	8.5
442	-0.561828	114.515632	458.733487	0.004922	8.5
443	-0.565680	113.570742	461.954489	0.004342	8.8
444	-0.559573	114.570742	458.547010	0.003935	8.2
445	-0.552823	115.570742	455.189431	0.003769	8.2
446	-0.566092	116.570742	451.880665	0.004821	8.9
447	-0.581709	116.862665	450.923811	0.005144	8.4
448	-0.553051	117.862665	447.676546	0.003347	8.4
449	-0.535959	118.862665	444.475717	0.004435	8.2
450	-0.582133	118.710917	444.958488	0.004098	8.3
451	-0.591434	117.766027	447.988313	0.005024	8.4
452	-0.547787	118.766027	444.783040	0.004812	8.5
453	-0.547640	119.766027	441.623307	0.004416	8.1
454	-0.577538	118.887967	444.395323	0.004848	8.8
455	-0.575592	117.943077	447.417457	0.004761	8.5
456	-0.562818	118.943077	444.220318	0.004756	8.6
457	-0.554220	119.937169	441.087035	0.003827	8.4
458	-0.562670	118.992279	444.064190	0.004522	8.7
459	-0.566170	118.047390	447.081807	0.004404	8.4
460	-0.589303	119.047390	443.889447	0.004498	8.0
461	-0.541234	118.102500	446.904681	0.004131	8.4
462	-0.564386	117.157610	449.961160	0.004989	8.4
463	-0.557727	117.910302	447.523024	0.004791	8.3
464	-0.540206	118.910302	444.324382	0.004029	8.6
465	-0.557860	117.965412	447.345548	0.004734	8.4
466	-0.582537	118.965401	444.149465	0.004547	8.3
467	-0.580698	118.020512	447.168246	0.004242	8.4
468	-0.540771	119.020512	443.974655	0.003903	8.3
469	-0.588382	118.075622	446.991051	0.004179	8.2
470	-0.579428	119.075622	443.799981	0.004499	8.8
471	-0.568038	118.131008	446.813110	0.004422	8.3
472	-0.561760	117.186118	449.868330	0.004100	8.7
473	-0.562165	116.986785	450.518200	0.004691	8.4
474	-0.552183	117.986785	447.276755	0.004406	8.4
475	-0.539660	118.986785	444.081620	0.004088	8.2
476	-0.572453	119.986785	440.931809	0.004501	8.7
477	-0.543154	120.982443	437.839758	0.004490	8.4
478	-0.554106	121.982443	434.777565	0.004635	8.5
479	-0.583379	122.982442	431.757911	0.005738	8.4
480	-0.545077	122.037552	434.610055	0.004369	8.4
481	-0.570616	121.092662	437.500131	0.004353	8.5
482	-0.538599	122.092500	434.443163	0.005001	8.2
483	-0.546679	121.147610	437.331012	0.004243	8.2
484	-0.564744	122.147610	434.275907	0.005114	8.3
485	-0.579187	121.203095	437.160374	0.004141	8.3
486	-0.551556	122.203095	434.107644	0.004132	8.4
487	-0.560359	121.258205	436.991020	0.004675	9.0
488	-0.552587	120.313315	439.912955	0.004062	8.4
489	-0.552898	119.368425	442.874229	0.004543	8.5
490	-0.560542	120.368425	439.741463	0.004213	8.2
491	-0.559142	121.368425	436.652706	0.004600	8.4
492	-0.573448	122.368425	433.607037	0.004064	8.3
493	-0.556972	123.368425	430.603562	0.004537	8.9
494	-0.569029	124.368425	427.641409	0.004177	8.7
495	-0.543281	123.423536	430.439249	0.004029	8.4
496	-0.582684	124.423533	427.479357	0.004207	8.4
497	-0.575570	125.423532	424.559886	0.004956	8.6
498	-0.569179	126.423532	421.680021	0.003906	8.2
499	-0.591254	125.478643	424.400153	0.004461	8.6
500	-0.567834	126.478643	421.522447	0.003580	8.4
501	-0.590188	125.561398	424.160517	0.004968	8.3
502	-0.578170	126.561393	421.286061	0.004392	8.1
503	-0.561312	125.616503	424.001097	0.003872	8.3
504	-0.574634	126.616503	421.128782	0.004649	8.4
505	-0.571974	127.616503	418.295121	0.004530	8.9
506	-0.582864	126.671614	420.971618	0.004143	8.3
507	-0.557221	125.775249	423.542516	0.004568	8.4
508	-0.555338	124.830359	426.286807	0.004148	8.5
509	-0.581017	123.885469	429.066894	0.004107	8.4
